"datetime","time","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count","dayOfWeek"
'2011-03-19 00:00:00','00:00:00','1','0','0','2',24.6,31.06,53,169.979,76,'woensdag'
'2011-03-19 01:00:00','01:00:00','1','0','0','2',23.78,27.275,46,239.994,51,'woensdag'
'2011-03-19 02:00:00','02:00:00','1','0','0','2',22.96,26.515,43,150.013,25,'woensdag'
'2011-03-19 03:00:00','03:00:00','1','0','0','2',22.14,25.76,39,220.028,8,'woensdag'
'2011-03-19 04:00:00','04:00:00','1','0','0','1',21.32,25,34,279.993,3,'woensdag'
'2011-03-19 05:00:00','05:00:00','1','0','0','1',21.32,25,34,279.993,2,'woensdag'
'2011-03-19 06:00:00','06:00:00','1','0','0','1',18.04,21.97,44,279.993,10,'woensdag'
'2011-03-19 07:00:00','07:00:00','1','0','0','1',16.4,20.455,50,220.028,13,'woensdag'
'2011-03-19 08:00:00','08:00:00','1','0','0','1',17.22,21.21,47,329.975,48,'woensdag'
'2011-03-19 09:00:00','09:00:00','1','0','0','1',17.22,21.21,44,310.009,76,'woensdag'
'2011-03-19 10:00:00','10:00:00','1','0','0','1',18.04,21.97,38,279.993,140,'woensdag'
'2011-03-19 11:00:00','11:00:00','1','0','0','1',18.86,22.725,36,300.026,196,'woensdag'
'2011-03-19 12:00:00','12:00:00','1','0','0','1',18.86,22.725,33,279.993,267,'woensdag'
'2011-03-19 13:00:00','13:00:00','1','0','0','1',20.5,24.24,34,310.009,301,'woensdag'
'2011-03-19 14:00:00','14:00:00','1','0','0','1',20.5,24.24,31,329.975,312,'woensdag'
'2011-03-19 15:00:00','15:00:00','1','0','0','1',20.5,24.24,29,279.993,313,'woensdag'
'2011-03-19 16:00:00','16:00:00','1','0','0','1',20.5,24.24,31,260.027,304,'woensdag'
'2011-03-19 17:00:00','17:00:00','1','0','0','1',19.68,23.485,31,220.028,278,'woensdag'
'2011-03-19 18:00:00','18:00:00','1','0','0','1',18.86,22.725,31,220.028,217,'woensdag'
'2011-03-19 19:00:00','19:00:00','1','0','0','1',18.04,21.97,33,190.012,154,'woensdag'
'2011-03-19 20:00:00','20:00:00','1','0','0','1',17.22,21.21,35,150.013,108,'woensdag'
'2011-03-19 21:00:00','21:00:00','1','0','0','1',16.4,20.455,37,199.995,93,'woensdag'
'2011-03-19 22:00:00','22:00:00','1','0','0','1',16.4,20.455,37,220.028,72,'woensdag'
'2011-03-19 23:00:00','23:00:00','1','0','0','1',15.58,19.695,40,199.995,50,'woensdag'
'2011-04-01 00:00:00','00:00:00','2','0','1','3',10.66,12.88,100,110.014,6,'vrijdag'
'2011-04-01 01:00:00','01:00:00','2','0','1','3',10.66,12.88,100,110.014,4,'vrijdag'
'2011-04-01 02:00:00','02:00:00','2','0','1','3',10.66,12.88,93,12.998,7,'vrijdag'
'2011-04-01 03:00:00','03:00:00','2','0','1','2',9.84,11.365,93,169.979,4,'vrijdag'
'2011-04-01 04:00:00','04:00:00','2','0','1','2',9.84,11.365,93,169.979,3,'vrijdag'
'2011-04-01 05:00:00','05:00:00','2','0','1','3',9.84,11.365,93,150.013,12,'vrijdag'
'2011-04-01 06:00:00','06:00:00','2','0','1','3',9.84,11.365,93,150.013,28,'vrijdag'
'2011-04-01 07:00:00','07:00:00','2','0','1','3',9.84,12.12,93,0,95,'vrijdag'
'2011-04-01 08:00:00','08:00:00','2','0','1','2',10.66,12.12,87,169.979,206,'vrijdag'
'2011-04-01 09:00:00','09:00:00','2','0','1','1',13.12,14.395,70,239.994,173,'vrijdag'
'2011-04-01 10:00:00','10:00:00','2','0','1','1',13.12,15.15,66,190.012,75,'vrijdag'
'2011-04-01 11:00:00','11:00:00','2','0','1','1',13.12,14.395,61,239.994,89,'vrijdag'
'2011-04-01 12:00:00','12:00:00','2','0','1','1',13.94,15.15,53,239.994,95,'vrijdag'
'2011-04-01 13:00:00','13:00:00','2','0','1','1',14.76,16.665,50,239.994,110,'vrijdag'
'2011-04-01 14:00:00','14:00:00','2','0','1','2',14.76,16.665,46,239.994,87,'vrijdag'
'2011-04-01 15:00:00','15:00:00','2','0','1','1',13.94,15.15,46,279.993,111,'vrijdag'
'2011-04-01 16:00:00','16:00:00','2','0','1','1',13.94,15.15,46,279.993,167,'vrijdag'
'2011-04-01 17:00:00','17:00:00','2','0','1','1',13.94,15.15,46,220.028,281,'vrijdag'
'2011-04-01 18:00:00','18:00:00','2','0','1','1',13.94,15.15,46,220.028,241,'vrijdag'
'2011-04-01 19:00:00','19:00:00','2','0','1','1',13.94,15.15,49,220.028,136,'vrijdag'
'2011-04-01 20:00:00','20:00:00','2','0','1','1',13.12,15.91,53,12.998,77,'vrijdag'
'2011-04-01 21:00:00','21:00:00','2','0','1','1',13.12,16.665,53,89.981,93,'vrijdag'
'2011-04-01 22:00:00','22:00:00','2','0','1','1',12.3,15.15,56,110.014,74,'vrijdag'
'2011-04-01 23:00:00','23:00:00','2','0','1','1',12.3,15.91,61,60.032,53,'vrijdag'
'2011-04-02 00:00:00','00:00:00','2','0','0','2',12.3,16.665,61,0,32,'zaterdag'
'2011-04-02 01:00:00','01:00:00','2','0','0','1',10.66,13.635,65,89.981,32,'zaterdag'
'2011-04-02 02:00:00','02:00:00','2','0','0','1',9.84,12.12,75,89.981,21,'zaterdag'
'2011-04-02 03:00:00','03:00:00','2','0','0','1',9.84,12.12,70,110.014,9,'zaterdag'
'2011-04-02 04:00:00','04:00:00','2','0','0','1',9.84,12.12,70,110.014,5,'zaterdag'
'2011-04-02 05:00:00','05:00:00','2','0','0','2',9.84,12.12,75,110.014,5,'zaterdag'
'2011-04-02 06:00:00','06:00:00','2','0','0','1',10.66,13.635,70,70.015,12,'zaterdag'
'2011-04-02 07:00:00','07:00:00','2','0','0','2',10.66,13.635,70,70.015,18,'zaterdag'
'2011-04-02 08:00:00','08:00:00','2','0','0','1',12.3,15.91,70,70.015,55,'zaterdag'
'2011-04-02 09:00:00','09:00:00','2','0','0','2',13.94,17.425,66,70.015,87,'zaterdag'
'2011-04-02 10:00:00','10:00:00','2','0','0','2',14.76,17.425,57,110.014,154,'zaterdag'
'2011-04-02 11:00:00','11:00:00','2','0','0','2',16.4,20.455,47,110.014,198,'zaterdag'
'2011-04-02 12:00:00','12:00:00','2','0','0','3',13.12,16.665,81,89.981,184,'zaterdag'
'2011-04-02 13:00:00','13:00:00','2','0','0','1',13.94,16.665,81,89.981,137,'zaterdag'
'2011-04-02 14:00:00','14:00:00','2','0','0','3',13.12,15.15,76,220.028,190,'zaterdag'
'2011-04-02 15:00:00','15:00:00','2','0','0','3',13.94,15.15,76,260.027,136,'zaterdag'
'2011-04-02 16:00:00','16:00:00','2','0','0','1',15.58,19.695,62,220.028,196,'zaterdag'
'2011-04-02 17:00:00','17:00:00','2','0','0','1',15.58,19.695,54,239.994,184,'zaterdag'
'2011-04-02 18:00:00','18:00:00','2','0','0','1',15.58,19.695,54,12.998,179,'zaterdag'
'2011-04-02 19:00:00','19:00:00','2','0','0','1',14.76,16.665,53,239.994,148,'zaterdag'
'2011-04-02 20:00:00','20:00:00','2','0','0','1',13.94,15.91,53,190.012,85,'zaterdag'
'2011-04-02 21:00:00','21:00:00','2','0','0','1',13.12,15.15,61,169.979,77,'zaterdag'
'2011-04-02 22:00:00','22:00:00','2','0','0','1',13.12,15.15,61,199.995,55,'zaterdag'
'2011-04-02 23:00:00','23:00:00','2','0','0','1',13.12,15.91,61,110.014,53,'zaterdag'
'2011-04-03 00:00:00','00:00:00','2','0','0','1',12.3,14.395,65,12.998,39,'zondag'
'2011-04-03 01:00:00','01:00:00','2','0','0','1',12.3,15.91,61,70.015,34,'zondag'
'2011-04-03 02:00:00','02:00:00','2','0','0','1',10.66,13.635,70,89.981,24,'zondag'
'2011-04-03 03:00:00','03:00:00','2','0','0','1',12.3,16.665,61,0,11,'zondag'
'2011-04-03 04:00:00','04:00:00','2','0','0','1',11.48,15.15,70,60.032,3,'zondag'
'2011-04-03 05:00:00','05:00:00','2','0','0','1',11.48,13.635,65,150.013,5,'zondag'
'2011-04-03 06:00:00','06:00:00','2','0','0','1',11.48,13.635,65,12.998,33,'zondag'
'2011-04-03 07:00:00','07:00:00','2','0','0','1',13.12,15.15,57,150.013,33,'zondag'
'2011-04-03 08:00:00','08:00:00','2','0','0','1',13.94,16.665,57,110.014,62,'zondag'
'2011-04-03 09:00:00','09:00:00','2','0','0','1',14.76,15.91,50,329.975,142,'zondag'
'2011-04-03 10:00:00','10:00:00','2','0','0','1',16.4,20.455,43,279.993,215,'zondag'
'2011-04-03 11:00:00','11:00:00','2','0','0','1',17.22,21.21,41,169.979,243,'zondag'
'2011-04-03 12:00:00','12:00:00','2','0','0','1',18.04,21.97,38,190.012,313,'zondag'
'2011-04-03 13:00:00','13:00:00','2','0','0','1',18.04,21.97,33,199.995,367,'zondag'
'2011-04-03 14:00:00','14:00:00','2','0','0','1',18.86,22.725,31,89.981,349,'zondag'
'2011-04-03 15:00:00','15:00:00','2','0','0','2',18.86,22.725,33,0,292,'zondag'
'2011-04-03 16:00:00','16:00:00','2','0','0','2',18.86,22.725,31,12.998,303,'zondag'
'2011-04-03 17:00:00','17:00:00','2','0','0','2',18.86,22.725,28,89.981,274,'zondag'
'2011-04-03 18:00:00','18:00:00','2','0','0','2',18.86,22.725,31,0,172,'zondag'
'2011-04-03 19:00:00','19:00:00','2','0','0','2',17.22,21.21,44,12.998,144,'zondag'
'2011-04-03 20:00:00','20:00:00','2','0','0','3',17.22,21.21,41,150.013,79,'zondag'
'2011-04-03 21:00:00','21:00:00','2','0','0','2',17.22,21.21,44,150.013,45,'zondag'
'2011-04-03 22:00:00','22:00:00','2','0','0','1',16.4,20.455,43,70.015,36,'zondag'
'2011-04-03 23:00:00','23:00:00','2','0','0','1',16.4,20.455,50,60.032,31,'zondag'
'2011-04-04 00:00:00','00:00:00','2','0','1','1',16.4,20.455,50,150.013,6,'dinsdag'
'2011-04-04 01:00:00','01:00:00','2','0','1','1',16.4,20.455,56,239.994,11,'dinsdag'
'2011-04-04 02:00:00','02:00:00','2','0','1','1',15.58,19.695,66,169.979,2,'dinsdag'
'2011-04-04 03:00:00','03:00:00','2','0','1','1',15.58,19.695,66,190.012,1,'dinsdag'
'2011-04-04 04:00:00','04:00:00','2','0','1','1',15.58,19.695,71,199.995,2,'dinsdag'
'2011-04-04 05:00:00','05:00:00','2','0','1','1',16.4,20.455,62,169.979,7,'dinsdag'
'2011-04-04 06:00:00','06:00:00','2','0','1','1',17.22,21.21,58,190.012,46,'dinsdag'
'2011-04-04 07:00:00','07:00:00','2','0','1','2',18.04,21.97,54,169.979,157,'dinsdag'
'2011-04-04 08:00:00','08:00:00','2','0','1','2',18.86,22.725,55,199.995,339,'dinsdag'
'2011-04-04 09:00:00','09:00:00','2','0','1','2',20.5,24.24,51,260.027,158,'dinsdag'
'2011-04-04 10:00:00','10:00:00','2','0','1','2',22.14,25.76,45,239.994,90,'dinsdag'
'2011-04-04 11:00:00','11:00:00','2','0','1','1',24.6,31.06,40,260.027,124,'dinsdag'
'2011-04-04 12:00:00','12:00:00','2','0','1','1',26.24,31.06,36,310.009,157,'dinsdag'
'2011-04-04 13:00:00','13:00:00','2','0','1','1',27.88,31.82,34,220.028,139,'dinsdag'
'2011-04-04 14:00:00','14:00:00','2','0','1','2',30.34,32.575,27,329.975,123,'dinsdag'
'2011-04-04 15:00:00','15:00:00','2','0','1','1',31.16,33.335,23,369.974,143,'dinsdag'
'2011-04-04 16:00:00','16:00:00','2','0','1','1',31.16,32.575,22,350.008,189,'dinsdag'
'2011-04-04 17:00:00','17:00:00','2','0','1','1',30.34,32.575,23,409.973,366,'dinsdag'
'2011-04-04 18:00:00','18:00:00','2','0','1','2',29.52,31.82,23,329.975,386,'dinsdag'
'2011-04-04 19:00:00','19:00:00','2','0','1','1',28.7,31.82,24,310.009,278,'dinsdag'
'2011-04-04 20:00:00','20:00:00','2','0','1','2',28.7,31.82,24,369.974,173,'dinsdag'
'2011-04-04 21:00:00','21:00:00','2','0','1','2',28.7,31.82,30,300.026,95,'dinsdag'
'2011-04-04 22:00:00','22:00:00','2','0','1','2',27.88,31.82,36,310.009,75,'dinsdag'
'2011-04-04 23:00:00','23:00:00','2','0','1','2',26.24,31.06,47,150.013,48,'dinsdag'
'2011-04-05 00:00:00','00:00:00','2','0','1','1',25.42,31.06,50,70.015,22,'woensdag'
'2011-04-05 01:00:00','01:00:00','2','0','1','3',25.42,31.06,57,279.993,15,'woensdag'
'2011-04-05 02:00:00','02:00:00','2','0','1','2',22.14,25.76,73,220.028,5,'woensdag'
'2011-04-05 03:00:00','03:00:00','2','0','1','2',22.14,25.76,73,220.028,4,'woensdag'
'2011-04-05 04:00:00','04:00:00','2','0','1','3',20.5,24.24,88,329.975,2,'woensdag'
'2011-04-05 05:00:00','05:00:00','2','0','1','3',18.86,22.725,94,199.995,5,'woensdag'
'2011-04-05 06:00:00','06:00:00','2','0','1','2',19.68,23.485,88,220.028,38,'woensdag'
'2011-04-05 07:00:00','07:00:00','2','0','1','2',19.68,23.485,88,220.028,134,'woensdag'
'2011-04-05 08:00:00','08:00:00','2','0','1','3',15.58,19.695,87,390.007,157,'woensdag'
'2011-04-05 09:00:00','09:00:00','2','0','1','3',14.76,15.91,87,329.975,46,'woensdag'
'2011-04-05 10:00:00','10:00:00','2','0','1','3',13.94,15.15,81,260.027,28,'woensdag'
'2011-04-05 11:00:00','11:00:00','2','0','1','3',13.12,14.395,81,300.026,19,'woensdag'
'2011-04-05 12:00:00','12:00:00','2','0','1','2',13.94,15.15,71,260.027,38,'woensdag'
'2011-04-05 13:00:00','13:00:00','2','0','1','2',14.76,16.665,63,279.993,56,'woensdag'
'2011-04-05 14:00:00','14:00:00','2','0','1','2',14.76,15.91,57,329.975,76,'woensdag'
'2011-04-05 15:00:00','15:00:00','2','0','1','1',16.4,20.455,46,310.009,68,'woensdag'
'2011-04-05 16:00:00','16:00:00','2','0','1','1',15.58,19.695,46,279.993,130,'woensdag'
'2011-04-05 17:00:00','17:00:00','2','0','1','1',17.22,21.21,38,279.993,273,'woensdag'
'2011-04-05 18:00:00','18:00:00','2','0','1','1',15.58,19.695,40,329.975,267,'woensdag'
'2011-04-05 19:00:00','19:00:00','2','0','1','1',14.76,16.665,43,199.995,160,'woensdag'
'2011-04-05 20:00:00','20:00:00','2','0','1','1',13.94,15.91,46,190.012,91,'woensdag'
'2011-04-05 21:00:00','21:00:00','2','0','1','1',13.94,14.395,46,350.008,89,'woensdag'
'2011-04-05 22:00:00','22:00:00','2','0','1','1',13.12,15.15,49,199.995,46,'woensdag'
'2011-04-05 23:00:00','23:00:00','2','0','1','1',12.3,14.395,49,190.012,26,'woensdag'
'2011-04-06 00:00:00','00:00:00','2','0','1','1',12.3,15.91,49,70.015,15,'donderdag'
'2011-04-06 01:00:00','01:00:00','2','0','1','1',10.66,13.635,60,89.981,2,'donderdag'
'2011-04-06 02:00:00','02:00:00','2','0','1','1',9.84,12.12,70,89.981,5,'donderdag'
'2011-04-06 03:00:00','03:00:00','2','0','1','1',10.66,13.635,60,89.981,4,'donderdag'
'2011-04-06 04:00:00','04:00:00','2','0','1','1',9.84,12.12,65,89.981,1,'donderdag'
'2011-04-06 05:00:00','05:00:00','2','0','1','1',9.84,12.88,70,70.015,13,'donderdag'
'2011-04-06 06:00:00','06:00:00','2','0','1','1',9.84,12.88,70,70.015,56,'donderdag'
'2011-04-06 07:00:00','07:00:00','2','0','1','1',10.66,13.635,65,70.015,133,'donderdag'
'2011-04-06 08:00:00','08:00:00','2','0','1','1',13.12,15.15,61,150.013,325,'donderdag'
'2011-04-06 09:00:00','09:00:00','2','0','1','1',14.76,16.665,46,169.979,165,'donderdag'
'2011-04-06 10:00:00','10:00:00','2','0','1','1',16.4,20.455,37,260.027,69,'donderdag'
'2011-04-06 11:00:00','11:00:00','2','0','1','1',17.22,21.21,38,260.027,93,'donderdag'
'2011-04-06 12:00:00','12:00:00','2','0','1','1',18.04,21.97,41,169.979,134,'donderdag'
'2011-04-06 13:00:00','13:00:00','2','0','1','1',18.86,22.725,38,329.975,112,'donderdag'
'2011-04-06 14:00:00','14:00:00','2','0','1','1',20.5,24.24,34,279.993,115,'donderdag'
'2011-04-06 15:00:00','15:00:00','2','0','1','1',21.32,25,32,220.028,117,'donderdag'
'2011-04-06 16:00:00','16:00:00','2','0','1','1',22.14,25.76,28,279.993,169,'donderdag'
'2011-04-06 17:00:00','17:00:00','2','0','1','1',21.32,25,32,300.026,356,'donderdag'
'2011-04-06 18:00:00','18:00:00','2','0','1','1',21.32,25,29,239.994,325,'donderdag'
'2011-04-06 19:00:00','19:00:00','2','0','1','1',20.5,24.24,31,199.995,232,'donderdag'
'2011-04-06 20:00:00','20:00:00','2','0','1','1',18.86,22.725,51,150.013,141,'donderdag'
'2011-04-06 21:00:00','21:00:00','2','0','1','1',18.86,22.725,41,190.012,102,'donderdag'
'2011-04-06 22:00:00','22:00:00','2','0','1','1',18.86,22.725,41,190.012,84,'donderdag'
'2011-04-06 23:00:00','23:00:00','2','0','1','1',18.86,22.725,41,199.995,40,'donderdag'
'2011-04-07 00:00:00','00:00:00','2','0','1','1',18.86,22.725,41,190.012,20,'vrijdag'
'2011-04-07 01:00:00','01:00:00','2','0','1','1',17.22,21.21,47,89.981,13,'vrijdag'
'2011-04-07 02:00:00','02:00:00','2','0','1','1',17.22,21.21,54,0,7,'vrijdag'
'2011-04-07 03:00:00','03:00:00','2','0','1','1',14.76,17.425,66,12.998,3,'vrijdag'
'2011-04-07 04:00:00','04:00:00','2','0','1','1',13.94,16.665,76,12.998,1,'vrijdag'
'2011-04-07 05:00:00','05:00:00','2','0','1','1',13.94,15.91,76,150.013,6,'vrijdag'
'2011-04-07 06:00:00','06:00:00','2','0','1','1',13.12,15.15,81,169.979,64,'vrijdag'
'2011-04-07 07:00:00','07:00:00','2','0','1','2',13.94,16.665,76,110.014,160,'vrijdag'
'2011-04-07 08:00:00','08:00:00','2','0','1','1',14.76,17.425,76,12.998,314,'vrijdag'
'2011-04-07 09:00:00','09:00:00','2','0','1','2',16.4,20.455,66,89.981,170,'vrijdag'
'2011-04-07 10:00:00','10:00:00','2','0','1','2',17.22,21.21,67,70.015,95,'vrijdag'
'2011-04-07 11:00:00','11:00:00','2','0','1','2',18.86,22.725,55,0,122,'vrijdag'
'2011-04-07 12:00:00','12:00:00','2','0','1','2',18.86,22.725,55,0,153,'vrijdag'
'2011-04-07 13:00:00','13:00:00','2','0','1','2',21.32,25,48,60.032,135,'vrijdag'
'2011-04-07 14:00:00','14:00:00','2','0','1','1',22.96,26.515,43,60.032,157,'vrijdag'
'2011-04-07 15:00:00','15:00:00','2','0','1','1',24.6,31.06,38,70.015,160,'vrijdag'
'2011-04-07 16:00:00','16:00:00','2','0','1','1',24.6,31.06,35,0,213,'vrijdag'
'2011-04-07 17:00:00','17:00:00','2','0','1','1',21.32,25,52,190.012,343,'vrijdag'
'2011-04-07 18:00:00','18:00:00','2','0','1','1',19.68,23.485,55,169.979,333,'vrijdag'
'2011-04-07 19:00:00','19:00:00','2','0','1','1',18.86,22.725,59,199.995,226,'vrijdag'
'2011-04-07 20:00:00','20:00:00','2','0','1','1',18.04,21.97,62,110.014,203,'vrijdag'
'2011-04-07 21:00:00','21:00:00','2','0','1','2',18.04,21.97,67,190.012,108,'vrijdag'
'2011-04-07 22:00:00','22:00:00','2','0','1','2',16.4,20.455,76,12.998,81,'vrijdag'
'2011-04-07 23:00:00','23:00:00','2','0','1','1',15.58,19.695,76,169.979,54,'vrijdag'
'2011-04-08 00:00:00','00:00:00','2','0','1','2',14.76,17.425,76,150.013,25,'zondag'
'2011-04-08 01:00:00','01:00:00','2','0','1','2',13.94,16.665,76,89.981,9,'zondag'
'2011-04-08 02:00:00','02:00:00','2','0','1','3',13.94,16.665,76,110.014,13,'zondag'
'2011-04-08 03:00:00','03:00:00','2','0','1','3',13.94,16.665,76,110.014,1,'zondag'
'2011-04-08 04:00:00','04:00:00','2','0','1','2',13.94,16.665,86,89.981,1,'zondag'
'2011-04-08 05:00:00','05:00:00','2','0','1','2',13.12,15.91,87,12.998,9,'zondag'
'2011-04-08 06:00:00','06:00:00','2','0','1','2',13.94,18.18,87,0,35,'zondag'
'2011-04-08 07:00:00','07:00:00','2','0','1','3',13.94,16.665,87,110.014,113,'zondag'
'2011-04-08 08:00:00','08:00:00','2','0','1','3',13.94,16.665,87,110.014,221,'zondag'
'2011-04-08 09:00:00','09:00:00','2','0','1','2',14.76,17.425,76,12.998,185,'zondag'
'2011-04-08 10:00:00','10:00:00','2','0','1','2',14.76,16.665,71,190.012,73,'zondag'
'2011-04-08 11:00:00','11:00:00','2','0','1','2',16.4,20.455,62,260.027,98,'zondag'
'2011-04-08 12:00:00','12:00:00','2','0','1','3',15.58,19.695,66,150.013,80,'zondag'
'2011-04-08 13:00:00','13:00:00','2','0','1','3',14.76,16.665,76,190.012,42,'zondag'
'2011-04-08 14:00:00','14:00:00','2','0','1','3',13.94,15.91,87,150.013,15,'zondag'
'2011-04-08 15:00:00','15:00:00','2','0','1','3',13.94,15.91,87,150.013,25,'zondag'
'2011-04-08 16:00:00','16:00:00','2','0','1','2',13.12,15.15,93,169.979,60,'zondag'
'2011-04-08 17:00:00','17:00:00','2','0','1','3',13.12,15.15,93,169.979,148,'zondag'
'2011-04-08 18:00:00','18:00:00','2','0','1','3',13.12,15.15,93,169.979,62,'zondag'
'2011-04-08 19:00:00','19:00:00','2','0','1','3',12.3,13.635,93,279.993,53,'zondag'
'2011-04-08 20:00:00','20:00:00','2','0','1','2',12.3,13.635,93,220.028,63,'zondag'
'2011-04-08 21:00:00','21:00:00','2','0','1','2',12.3,14.395,93,169.979,54,'zondag'
'2011-04-08 22:00:00','22:00:00','2','0','1','2',12.3,13.635,93,199.995,51,'zondag'
'2011-04-08 23:00:00','23:00:00','2','0','1','2',12.3,14.395,93,150.013,35,'zondag'
'2011-04-09 00:00:00','00:00:00','2','0','0','2',12.3,14.395,87,150.013,31,'maandag'
'2011-04-09 01:00:00','01:00:00','2','0','0','2',12.3,15.15,87,89.981,20,'maandag'
'2011-04-09 02:00:00','02:00:00','2','0','0','2',13.12,15.15,87,150.013,17,'maandag'
'2011-04-09 03:00:00','03:00:00','2','0','0','3',12.3,14.395,100,169.979,14,'maandag'
'2011-04-09 04:00:00','04:00:00','2','0','0','3',12.3,13.635,100,169.979,3,'maandag'
'2011-04-09 05:00:00','05:00:00','2','0','0','2',12.3,14.395,93,150.013,5,'maandag'
'2011-04-09 06:00:00','06:00:00','2','0','0','2',12.3,14.395,93,12.998,13,'maandag'
'2011-04-09 07:00:00','07:00:00','2','0','0','2',12.3,15.15,93,110.014,21,'maandag'
'2011-04-09 08:00:00','08:00:00','2','0','0','2',13.12,15.15,93,110.014,54,'maandag'
'2011-04-09 09:00:00','09:00:00','2','0','0','2',13.94,17.425,87,70.015,98,'maandag'
'2011-04-09 10:00:00','10:00:00','2','0','0','2',13.94,16.665,87,89.981,133,'maandag'
'2011-04-09 11:00:00','11:00:00','2','0','0','2',14.76,18.18,81,0,142,'maandag'
'2011-04-09 12:00:00','12:00:00','2','0','0','2',14.76,17.425,81,89.981,202,'maandag'
'2011-04-09 13:00:00','13:00:00','2','0','0','2',14.76,18.94,81,0,222,'maandag'
'2011-04-09 14:00:00','14:00:00','2','0','0','2',14.76,17.425,81,89.981,212,'maandag'
'2011-04-09 15:00:00','15:00:00','2','0','0','2',14.76,18.94,87,0,201,'maandag'
'2011-04-09 16:00:00','16:00:00','2','0','0','2',15.58,19.695,82,0,191,'maandag'
'2011-04-09 17:00:00','17:00:00','2','0','0','2',15.58,19.695,82,60.032,257,'maandag'
'2011-04-09 18:00:00','18:00:00','2','0','0','2',15.58,19.695,82,70.015,177,'maandag'
'2011-04-09 19:00:00','19:00:00','2','0','0','2',15.58,19.695,82,89.981,130,'maandag'
'2011-04-09 20:00:00','20:00:00','2','0','0','2',15.58,19.695,87,110.014,93,'maandag'
'2011-04-09 21:00:00','21:00:00','2','0','0','2',14.76,17.425,93,89.981,75,'maandag'
'2011-04-09 22:00:00','22:00:00','2','0','0','2',14.76,17.425,93,89.981,87,'maandag'
'2011-04-09 23:00:00','23:00:00','2','0','0','2',15.58,19.695,87,60.032,57,'maandag'
'2011-04-10 00:00:00','00:00:00','2','0','0','2',15.58,19.695,87,60.032,53,'dinsdag'
'2011-04-10 01:00:00','01:00:00','2','0','0','2',15.58,19.695,87,89.981,37,'dinsdag'
'2011-04-10 02:00:00','02:00:00','2','0','0','2',15.58,19.695,87,60.032,36,'dinsdag'
'2011-04-10 03:00:00','03:00:00','2','0','0','2',15.58,19.695,87,89.981,16,'dinsdag'
'2011-04-10 04:00:00','04:00:00','2','0','0','2',14.76,18.18,93,70.015,5,'dinsdag'
'2011-04-10 05:00:00','05:00:00','2','0','0','2',14.76,18.18,93,60.032,4,'dinsdag'
'2011-04-10 06:00:00','06:00:00','2','0','0','2',14.76,18.18,93,60.032,4,'dinsdag'
'2011-04-10 07:00:00','07:00:00','2','0','0','2',14.76,18.18,100,60.032,10,'dinsdag'
'2011-04-10 08:00:00','08:00:00','2','0','0','2',15.58,19.695,94,60.032,55,'dinsdag'
'2011-04-10 09:00:00','09:00:00','2','0','0','2',15.58,19.695,94,89.981,81,'dinsdag'
'2011-04-10 10:00:00','10:00:00','2','0','0','2',16.4,20.455,87,0,150,'dinsdag'
'2011-04-10 11:00:00','11:00:00','2','0','0','2',16.4,20.455,87,89.981,202,'dinsdag'
'2011-04-10 12:00:00','12:00:00','2','0','0','2',17.22,21.21,88,89.981,230,'dinsdag'
'2011-04-10 13:00:00','13:00:00','2','0','0','1',18.86,22.725,82,70.015,263,'dinsdag'
'2011-04-10 14:00:00','14:00:00','2','0','0','1',20.5,24.24,72,12.998,281,'dinsdag'
'2011-04-10 15:00:00','15:00:00','2','0','0','1',20.5,24.24,77,150.013,297,'dinsdag'
'2011-04-10 16:00:00','16:00:00','2','0','0','2',21.32,25,72,110.014,288,'dinsdag'
'2011-04-10 17:00:00','17:00:00','2','0','0','2',21.32,25,72,12.998,236,'dinsdag'
'2011-04-10 18:00:00','18:00:00','2','0','0','1',20.5,24.24,77,12.998,240,'dinsdag'
'2011-04-10 19:00:00','19:00:00','2','0','0','1',20.5,24.24,77,12.998,131,'dinsdag'
'2011-04-10 20:00:00','20:00:00','2','0','0','1',18.86,22.725,82,89.981,92,'dinsdag'
'2011-04-10 21:00:00','21:00:00','2','0','0','1',18.04,21.97,88,12.998,95,'dinsdag'
'2011-04-10 22:00:00','22:00:00','2','0','0','1',18.04,21.97,94,169.979,57,'dinsdag'
'2011-04-10 23:00:00','23:00:00','2','0','0','1',18.86,22.725,88,239.994,32,'dinsdag'
'2011-04-11 00:00:00','00:00:00','2','0','1','1',19.68,23.485,88,220.028,23,'woensdag'
'2011-04-11 01:00:00','01:00:00','2','0','1','1',18.86,22.725,94,190.012,4,'woensdag'
'2011-04-11 02:00:00','02:00:00','2','0','1','1',18.86,22.725,94,190.012,9,'woensdag'
'2011-04-11 04:00:00','04:00:00','2','0','1','1',18.86,22.725,94,12.998,1,'woensdag'
'2011-04-11 05:00:00','05:00:00','2','0','1','1',18.86,22.725,94,12.998,13,'woensdag'
'2011-04-11 06:00:00','06:00:00','2','0','1','2',18.86,22.725,100,150.013,61,'woensdag'
'2011-04-11 07:00:00','07:00:00','2','0','1','2',20.5,24.24,88,150.013,176,'woensdag'
'2011-04-11 08:00:00','08:00:00','2','0','1','2',21.32,25,88,190.012,314,'woensdag'
'2011-04-11 09:00:00','09:00:00','2','0','1','2',22.96,26.515,83,190.012,165,'woensdag'
